source_sha256,node_path,unit_id,seq,div_path,container_node_path,text_sha256,decision,text_role,language,exclusion_category,basis,source,status,decided_on,decision_basis_type,historical_performance_status,xml_language_raw,supplementary_group,relation,translation_of
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[13],A01506,450,poem,/*/*[2]/*[2]/*[6],d6c61ac90b4abb21a3c84f043550aff173696e32a57dc1da40a92708d3506e66,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[14],A01506,451,poem,/*/*[2]/*[2]/*[6],4729c603b9c800c86b1f6a92f8f89e5683fc8fc3710a243f7d9166c76b4fae4a,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[15],A01506,452,poem,/*/*[2]/*[2]/*[6],37c58c4689d959303fd1351938264740074dfeb1e57498434e82fe6b824369d6,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[16],A01506,453,poem,/*/*[2]/*[2]/*[6],c772e2ac3fce73543547cbcf500155759a6e68f470c9a7c83070966acb037bc4,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[17],A01506,454,poem,/*/*[2]/*[2]/*[6],53d5058ef3f329a9596992df91655c220e3d4fa75556a1dcd393fe3ddeb913ef,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[18],A01506,455,poem,/*/*[2]/*[2]/*[6],c0f29e05575f8d671ec1c3ba7bcbb476ba58e51ba4523d9a1b79d202d18d8166,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[19],A01506,456,poem,/*/*[2]/*[2]/*[6],1d64c533ff0899bd1b76f73ea3108f1c9561dfe813ae649c41ca3a5345405145,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[20],A01506,457,poem,/*/*[2]/*[2]/*[6],3f80cf0cdd00fe593167afb9bbce7199d590248aec90bb55e63515110a362a64,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[21],A01506,458,poem,/*/*[2]/*[2]/*[6],5ed3ef8b373bda763e0906494b470361a205d2e2b5225d06255dd9db758c8656,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[22],A01506,459,poem,/*/*[2]/*[2]/*[6],d439f56eae3f40a33825a2072f9c11194ccfab7a0f9f4ce45047a0223b994b1d,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[23],A01506,460,poem,/*/*[2]/*[2]/*[6],d4e991ef224f520d115590768bffd0fd6f3966252563288eb871ad148b303626,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[24],A01506,461,poem,/*/*[2]/*[2]/*[6],158e601000e9840a0dc7cbe8f8d2db2f2b84fc74d1b50f5fdad54fb46db8fa62,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[25]/*[2],A01506,462,poem>part,/*/*[2]/*[2]/*[6],cb3cbc19c8d0b1fede209945e590a3b05f82beb9f7c2f081a585499a292dc655,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[25]/*[3],A01506,463,poem>part,/*/*[2]/*[2]/*[6],d9ee2313df67cbd28e838cee4365bbfddc5cdd9f66284f66ecdb3526d56a3341,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
e4a56dd9a99cfc52b3868be34bf482d0d6d7f94bcfbb55b4c2b3a7f7c0d6f9f0,/*/*[2]/*[2]/*[6]/*[25]/*[4],A01506,464,poem>part,/*/*[2]/*[2]/*[6],bfed0ce917a9bf615ca078f884ebe99f4a1aea337fc92d36c70b21002a6522be,supplementary,poem,la,unclassified,"SUPPLEMENTARY (policy_decisions.csv #7, 2026-09-08; was deferred): Original preservation and language identification do not establish performance function. The v9 basis explicitly says performance function remains unverified. Restore pending function unless separately evidenced and reviewed; preserve the source in all cases. | CORRECTION (ChatGPT v9): language la is recorded, but ""keep the original"" is not a performance-function confirmation - function decision returned to pending until group-level evidence exists. | DEFERRED TO GRACE 2026-09-07: Latin poems Ad Solem / Ad Civitatem (Norwich 1578) - performance function unverified; language la, so no effect on the English views either way","ChatGPT v9 review, norwich_57_function_status_corrections.json sha256 f2581c1f53a8 | policy_decisions.csv 2026-09-08 (ChatGPT v2 close-out proposal forwarded by Grace); applied by Claude 2026-09-08",applied,2026-09-08,,,lat,Norwich 1578 Latin poems Ad Solem and Ad Civitatem with printed English translations,,
